DATE,DEXTAUS
2016-03-04,32.4900
2016-03-07,32.5400
2016-03-08,32.7600
2016-03-09,32.7500
2016-03-10,32.8700
2016-03-11,32.5800
2016-03-14,32.6800
2016-03-15,32.8600
2016-03-16,32.7700
2016-03-17,32.2400
2016-03-18,32.3000
2016-03-21,32.3300
2016-03-22,32.3400
2016-03-23,32.4900
2016-03-24,32.5000
2016-03-25,32.4900
2016-03-28,32.5600
2016-03-29,32.5700
2016-03-30,32.1600
2016-03-31,32.1800
2016-04-01,32.2600
2016-04-04,32.3800
2016-04-05,32.4400
2016-04-06,32.3800
2016-04-07,32.4000
2016-04-08,32.4000
2016-04-11,32.3300
2016-04-12,32.3300
2016-04-13,32.3500
2016-04-14,32.4100
2016-04-15,32.3200
2016-04-18,32.3200
2016-04-19,32.1100
2016-04-20,32.1800
2016-04-21,32.2700
2016-04-22,32.3600
2016-04-25,32.3400
2016-04-26,32.2700
2016-04-27,32.3600
2016-04-28,32.2300
2016-04-29,32.2800
2016-05-02,32.2200
2016-05-03,32.3200
2016-05-04,32.3900
2016-05-05,32.4000
2016-05-06,32.3800
2016-05-09,32.5400
2016-05-10,32.5400
2016-05-11,32.4900
2016-05-12,32.5900
2016-05-13,32.6600
2016-05-16,32.6500
2016-05-17,32.5600
2016-05-18,32.7600
2016-05-19,32.7500
2016-05-20,32.6900
2016-05-23,32.5800
2016-05-24,32.6400
2016-05-25,32.5500
2016-05-26,32.4900
2016-05-27,32.5400
2016-05-30,.
2016-05-31,32.5800
2016-06-01,32.6200
2016-06-02,32.6000
2016-06-03,32.2800
2016-06-06,32.2500
2016-06-07,32.1600
2016-06-08,32.1300
2016-06-09,32.2700
2016-06-10,32.2900
2016-06-13,32.3700
2016-06-14,32.3900
2016-06-15,32.3100
2016-06-16,32.3700
2016-06-17,32.3400
2016-06-20,32.2200
2016-06-21,32.1500
2016-06-22,32.0700
2016-06-23,31.9900
2016-06-24,32.3600
2016-06-27,32.5300
2016-06-28,32.4100
2016-06-29,32.2700
2016-06-30,32.2200
2016-07-01,32.2000
2016-07-04,.
2016-07-05,32.3300
2016-07-06,32.3600
2016-07-07,32.3200
2016-07-08,32.2300
2016-07-11,32.2100
2016-07-12,32.1300
2016-07-13,32.1600
2016-07-14,31.9400
2016-07-15,31.9200
2016-07-18,31.9300
2016-07-19,32.0600
2016-07-20,32.0700
2016-07-21,31.9800
2016-07-22,32.0300
2016-07-25,32.2000
2016-07-26,32.1100
2016-07-27,32.0600
2016-07-28,31.9600
2016-07-29,31.8200
2016-08-01,31.5500
2016-08-02,31.5700
2016-08-03,31.6600
2016-08-04,31.6200
2016-08-05,31.5400
2016-08-08,31.4500
2016-08-09,31.2800
2016-08-10,31.0500
2016-08-11,31.2500
2016-08-12,31.3800
2016-08-15,31.3100
2016-08-16,31.2600
2016-08-17,31.5300
2016-08-18,31.4000
2016-08-19,31.6400
2016-08-22,31.8000
2016-08-23,31.7800
2016-08-24,31.7900
2016-08-25,31.6800
2016-08-26,31.6400
2016-08-29,31.7000
2016-08-30,31.7400
2016-08-31,31.7400
2016-09-01,31.7200
2016-09-02,31.6600
2016-09-05,.
2016-09-06,31.1800
2016-09-07,31.2400
2016-09-08,31.3200
2016-09-09,31.5800
2016-09-12,31.7000
2016-09-13,31.7700
2016-09-14,31.6800
2016-09-15,31.6800
2016-09-16,31.7000
2016-09-19,31.3700
2016-09-20,31.3100
2016-09-21,31.2800
2016-09-22,31.3000
2016-09-23,31.3400
2016-09-26,31.4100
2016-09-27,31.3700
2016-09-28,31.3500
2016-09-29,31.3500
2016-09-30,31.2700
2016-10-03,31.3600
2016-10-04,31.4300
2016-10-05,31.4500
2016-10-06,31.5000
2016-10-07,31.4700
2016-10-10,.
2016-10-11,31.6400
2016-10-12,31.6300
2016-10-13,31.7400
2016-10-14,31.7600
2016-10-17,31.7900
2016-10-18,31.5300
2016-10-19,31.4400
2016-10-20,31.5800
2016-10-21,31.7500
2016-10-24,31.6800
2016-10-25,31.5300
2016-10-26,31.5900
2016-10-27,31.7000
2016-10-28,31.6100
2016-10-31,31.5400
2016-11-01,31.5400
2016-11-02,31.5200
2016-11-03,31.5400
2016-11-04,31.5400
2016-11-07,31.4500
2016-11-08,31.4100
2016-11-09,31.5300
2016-11-10,31.7700
2016-11-11,.
2016-11-14,31.9900
2016-11-15,31.8300
2016-11-16,31.8500
2016-11-17,31.9300
2016-11-18,32.0100
2016-11-21,31.8900
2016-11-22,31.8500
2016-11-23,31.9900
2016-11-24,.
2016-11-25,31.8500
2016-11-28,31.7600
2016-11-29,31.8200
2016-11-30,31.9200
2016-12-01,31.9300
2016-12-02,31.8800
2016-12-05,32.0100
2016-12-06,31.9200
2016-12-07,31.7200
2016-12-08,31.7300
2016-12-09,31.8000
2016-12-12,31.7700
2016-12-13,31.7700
2016-12-14,31.7300
2016-12-15,32.0000
2016-12-16,31.9400
2016-12-19,31.9800
2016-12-20,32.0600
2016-12-21,32.0500
2016-12-22,32.1900
2016-12-23,32.1800
2016-12-26,.
2016-12-27,32.2700
2016-12-28,32.4200
2016-12-29,32.2600
2016-12-30,32.4000
2017-01-02,.
2017-01-03,32.3700
2017-01-04,32.1600
2017-01-05,31.7800
2017-01-06,32.0000
2017-01-09,32.0200
2017-01-10,31.9200
2017-01-11,31.9000
2017-01-12,31.4900
2017-01-13,31.6000
2017-01-16,.
2017-01-17,31.3800
2017-01-18,31.5300
2017-01-19,31.6000
2017-01-20,.
2017-01-23,31.4100
2017-01-24,31.3100
2017-01-25,31.3100
2017-01-26,31.4200
2017-01-27,31.5000
2017-01-30,31.3800
2017-01-31,31.1900
2017-02-01,31.1700
2017-02-02,31.0000
2017-02-03,30.7900
