DATE,DEXCHUS
2016-08-18,6.6297
2016-08-19,6.6515
2016-08-22,6.6475
2016-08-23,6.6378
2016-08-24,6.6562
2016-08-25,6.6560
2016-08-26,6.6690
2016-08-29,6.6775
2016-08-30,6.6778
2016-08-31,6.6776
2016-09-01,6.6713
2016-09-02,6.6790
2016-09-05,.
2016-09-06,6.6722
2016-09-07,6.6600
2016-09-08,6.6640
2016-09-09,6.6778
2016-09-12,6.6788
2016-09-13,6.6782
2016-09-14,6.6707
2016-09-15,6.6707
2016-09-16,6.6707
2016-09-19,6.6650
2016-09-20,6.6700
2016-09-21,6.6695
2016-09-22,6.6630
2016-09-23,6.6690
2016-09-26,6.6683
2016-09-27,6.6691
2016-09-28,6.6730
2016-09-29,6.6650
2016-09-30,6.6685
2016-10-03,6.6685
2016-10-04,6.6685
2016-10-05,6.6685
2016-10-06,6.6685
2016-10-07,6.6685
2016-10-10,.
2016-10-11,6.7190
2016-10-12,6.7180
2016-10-13,6.7248
2016-10-14,6.7277
2016-10-17,6.7350
2016-10-18,6.7401
2016-10-19,6.7370
2016-10-20,6.7439
2016-10-21,6.7654
2016-10-24,6.7728
2016-10-25,6.7780
2016-10-26,6.7706
2016-10-27,6.7819
2016-10-28,6.7760
2016-10-31,6.7735
2016-11-01,6.7630
2016-11-02,6.7606
2016-11-03,6.7612
2016-11-04,6.7534
2016-11-07,6.7740
2016-11-08,6.7840
2016-11-09,6.7769
2016-11-10,6.7987
2016-11-11,.
2016-11-14,6.8447
2016-11-15,6.8556
2016-11-16,6.8770
2016-11-17,6.8674
2016-11-18,6.8873
2016-11-21,6.8918
2016-11-22,6.8880
2016-11-23,6.9195
2016-11-24,.
2016-11-25,6.9176
2016-11-28,6.9055
2016-11-29,6.8933
2016-11-30,6.8837
2016-12-01,6.8830
2016-12-02,6.8830
2016-12-05,6.8775
2016-12-06,6.8790
2016-12-07,6.8780
2016-12-08,6.8771
2016-12-09,6.9042
2016-12-12,6.9045
2016-12-13,6.8984
2016-12-14,6.9025
2016-12-15,6.9410
2016-12-16,6.9580
2016-12-19,6.9506
2016-12-20,6.9470
2016-12-21,6.9390
2016-12-22,6.9473
2016-12-23,6.9432
2016-12-26,.
2016-12-27,6.9491
2016-12-28,6.9559
2016-12-29,6.9535
2016-12-30,6.9430
2017-01-02,.
2017-01-03,6.9575
2017-01-04,6.9322
2017-01-05,6.8870
2017-01-06,6.9176
2017-01-09,6.9350
2017-01-10,6.9180
2017-01-11,6.9365
2017-01-12,6.8890
2017-01-13,6.8985
2017-01-16,.
2017-01-17,6.8520
2017-01-18,6.8360
2017-01-19,6.8680
2017-01-20,.
2017-01-23,6.8514
2017-01-24,6.8555
2017-01-25,6.8812
2017-01-26,6.8768
2017-01-27,6.8768
2017-01-30,6.8768
2017-01-31,6.8768
2017-02-01,6.8768
2017-02-02,6.8768
2017-02-03,6.8650
