DATE,DEXHKUS
2015-04-27,7.7499
2015-04-28,7.7505
2015-04-29,7.7504
2015-04-30,7.7513
2015-05-01,7.7509
2015-05-04,7.7530
2015-05-05,7.7518
2015-05-06,7.7518
2015-05-07,7.7539
2015-05-08,7.7536
2015-05-11,7.7535
2015-05-12,7.7528
2015-05-13,7.7517
2015-05-14,7.7505
2015-05-15,7.7505
2015-05-18,7.7520
2015-05-19,7.7519
2015-05-20,7.7521
2015-05-21,7.7534
2015-05-22,7.7517
2015-05-25,.
2015-05-26,7.7523
2015-05-27,7.7594
2015-05-28,7.7535
2015-05-29,7.7535
2015-06-01,7.7567
2015-06-02,7.7566
2015-06-03,7.7530
2015-06-04,7.7522
2015-06-05,7.7531
2015-06-08,7.7518
2015-06-09,7.7533
2015-06-10,7.7524
2015-06-11,7.7523
2015-06-12,7.7530
2015-06-15,7.7523
2015-06-16,7.7519
2015-06-17,7.7525
2015-06-18,7.7526
2015-06-19,7.7515
2015-06-22,7.7517
2015-06-23,7.7527
2015-06-24,7.7529
2015-06-25,7.7518
2015-06-26,7.7523
2015-06-29,7.7526
2015-06-30,7.7513
2015-07-01,7.7524
2015-07-02,7.7512
2015-07-03,.
2015-07-06,7.7528
2015-07-07,7.7553
2015-07-08,7.7519
2015-07-09,7.7511
2015-07-10,7.7510
2015-07-13,7.7523
2015-07-14,7.7511
2015-07-15,7.7502
2015-07-16,7.7506
2015-07-17,7.7504
2015-07-20,7.7508
2015-07-21,7.7508
2015-07-22,7.7503
2015-07-23,7.7508
2015-07-24,7.7513
2015-07-27,7.7507
2015-07-28,7.7511
2015-07-29,7.7513
2015-07-30,7.7523
2015-07-31,7.7514
2015-08-03,7.7531
2015-08-04,7.7535
2015-08-05,7.7519
2015-08-06,7.7505
2015-08-07,7.7525
2015-08-10,7.7529
2015-08-11,7.7627
2015-08-12,7.7555
2015-08-13,7.7550
2015-08-14,7.7554
2015-08-17,7.7547
2015-08-18,7.7541
2015-08-19,7.7527
2015-08-20,7.7525
2015-08-21,7.7508
2015-08-24,7.7537
2015-08-25,7.7510
2015-08-26,7.7512
2015-08-27,7.7496
2015-08-28,7.7499
2015-08-31,7.7500
2015-09-01,7.7500
2015-09-02,7.7500
2015-09-03,7.7504
2015-09-04,7.7499
2015-09-07,.
2015-09-08,7.7505
2015-09-09,7.7511
2015-09-10,7.7499
2015-09-11,7.7500
2015-09-14,7.7500
2015-09-15,7.7501
2015-09-16,7.7500
2015-09-17,7.7500
2015-09-18,7.7499
2015-09-21,7.7502
2015-09-22,7.7495
2015-09-23,7.7500
2015-09-24,7.7502
2015-09-25,7.7504
2015-09-28,7.7501
2015-09-29,7.7500
2015-09-30,7.7499
2015-10-01,7.7500
2015-10-02,7.7501
2015-10-05,7.7500
2015-10-06,7.7500
2015-10-07,7.7498
2015-10-08,7.7500
2015-10-09,7.7498
2015-10-12,.
2015-10-13,7.7500
2015-10-14,7.7499
2015-10-15,7.7498
2015-10-16,7.7500
2015-10-19,7.7500
2015-10-20,7.7499
2015-10-21,7.7503
2015-10-22,7.7498
2015-10-23,7.7500
2015-10-26,7.7495
2015-10-27,7.7499
2015-10-28,7.7495
2015-10-29,7.7496
2015-10-30,7.7496
2015-11-02,7.7499
2015-11-03,7.7500
2015-11-04,7.7502
2015-11-05,7.7507
2015-11-06,7.7512
2015-11-09,7.7518
2015-11-10,7.7510
2015-11-11,.
2015-11-12,7.7498
2015-11-13,7.7509
2015-11-16,7.7516
2015-11-17,7.7500
2015-11-18,7.7502
2015-11-19,7.7498
2015-11-20,7.7500
2015-11-23,7.7502
2015-11-24,7.7500
2015-11-25,7.7504
2015-11-26,.
2015-11-27,7.7507
2015-11-30,7.7526
2015-12-01,7.7518
2015-12-02,7.7504
2015-12-03,7.7498
2015-12-04,7.7500
2015-12-07,7.7500
2015-12-08,7.7503
2015-12-09,7.7501
2015-12-10,7.7499
2015-12-11,7.7504
2015-12-14,7.7506
2015-12-15,7.7504
2015-12-16,7.7501
2015-12-17,7.7526
2015-12-18,7.7527
2015-12-21,7.7524
2015-12-22,7.7518
2015-12-23,7.7498
2015-12-24,7.7513
2015-12-25,.
2015-12-28,7.7508
2015-12-29,7.7496
2015-12-30,7.7506
2015-12-31,7.7507
2016-01-01,.
2016-01-04,7.7505
2016-01-05,7.7517
2016-01-06,7.7523
2016-01-07,7.7541
2016-01-08,7.7636
2016-01-11,7.7596
2016-01-12,7.7617
2016-01-13,7.7594
2016-01-14,7.7854
2016-01-15,7.7962
2016-01-18,.
2016-01-19,7.8173
2016-01-20,7.8270
2016-01-21,7.8144
2016-01-22,7.7922
2016-01-25,7.7881
2016-01-26,7.7932
2016-01-27,7.7942
2016-01-28,7.7939
2016-01-29,7.7876
2016-02-01,7.7739
2016-02-02,7.7924
2016-02-03,7.7969
2016-02-04,7.7872
2016-02-05,7.7929
2016-02-08,7.7911
2016-02-09,7.7955
2016-02-10,7.7909
2016-02-11,7.7924
2016-02-12,7.7890
2016-02-15,.
2016-02-16,7.7893
2016-02-17,7.7858
2016-02-18,7.7790
2016-02-19,7.7720
2016-02-22,7.7714
2016-02-23,7.7700
2016-02-24,7.7702
2016-02-25,7.7703
2016-02-26,7.7724
2016-02-29,7.7763
2016-03-01,7.7709
2016-03-02,7.7745
2016-03-03,7.7707
2016-03-04,7.7647
2016-03-07,7.7641
2016-03-08,7.7675
2016-03-09,7.7648
2016-03-10,7.7639
2016-03-11,7.7574
2016-03-14,7.7578
2016-03-15,7.7600
2016-03-16,7.7621
2016-03-17,7.7560
2016-03-18,7.7533
2016-03-21,7.7528
2016-03-22,7.7532
2016-03-23,7.7537
2016-03-24,7.7601
2016-03-25,7.7577
2016-03-28,7.7576
2016-03-29,7.7566
2016-03-30,7.7531
2016-03-31,7.7563
2016-04-01,7.7537
2016-04-04,7.7542
2016-04-05,7.7564
2016-04-06,7.7555
2016-04-07,7.7569
2016-04-08,7.7561
2016-04-11,7.7540
2016-04-12,7.7545
2016-04-13,7.7556
2016-04-14,7.7562
2016-04-15,7.7547
2016-04-18,7.7549
2016-04-19,7.7551
2016-04-20,7.7558
2016-04-21,7.7568
2016-04-22,7.7564
2016-04-25,7.7559
2016-04-26,7.7553
2016-04-27,7.7561
2016-04-28,7.7569
2016-04-29,7.7570
2016-05-02,7.7591
2016-05-03,7.7617
2016-05-04,7.7608
2016-05-05,7.7618
2016-05-06,7.7605
2016-05-09,7.7626
2016-05-10,7.7610
2016-05-11,7.7599
2016-05-12,7.7582
2016-05-13,7.7620
2016-05-16,7.7624
2016-05-17,7.7624
2016-05-18,7.7642
2016-05-19,7.7685
2016-05-20,7.7677
2016-05-23,7.7672
2016-05-24,7.7669
2016-05-25,7.7658
2016-05-26,7.7650
2016-05-27,7.7663
2016-05-30,.
2016-05-31,7.7689
2016-06-01,7.7709
2016-06-02,7.7706
2016-06-03,7.7683
2016-06-06,7.7668
2016-06-07,7.7664
2016-06-08,7.7620
2016-06-09,7.7619
2016-06-10,7.7628
2016-06-13,7.7621
2016-06-14,7.7604
2016-06-15,7.7601
2016-06-16,7.7609
2016-06-17,7.7613
2016-06-20,7.7605
2016-06-21,7.7585
2016-06-22,7.7579
2016-06-23,7.7568
2016-06-24,7.7587
2016-06-27,7.7605
2016-06-28,7.7588
2016-06-29,7.7587
2016-06-30,7.7591
2016-07-01,7.7581
2016-07-04,.
2016-07-05,7.7587
2016-07-06,7.7583
2016-07-07,7.7582
2016-07-08,7.7581
2016-07-11,7.7573
2016-07-12,7.7584
2016-07-13,7.7557
2016-07-14,7.7540
2016-07-15,7.7543
2016-07-18,7.7550
2016-07-19,7.7557
2016-07-20,7.7552
2016-07-21,7.7561
2016-07-22,7.7568
2016-07-25,7.7562
2016-07-26,7.7572
2016-07-27,7.7567
2016-07-28,7.7563
2016-07-29,7.7588
2016-08-01,7.7609
2016-08-02,7.7605
2016-08-03,7.7580
2016-08-04,7.7566
2016-08-05,7.7551
2016-08-08,7.7570
2016-08-09,7.7565
2016-08-10,7.7562
2016-08-11,7.7562
2016-08-12,7.7565
2016-08-15,7.7565
2016-08-16,7.7549
2016-08-17,7.7549
2016-08-18,7.7528
2016-08-19,7.7530
2016-08-22,7.7530
2016-08-23,7.7531
2016-08-24,7.7543
2016-08-25,7.7552
2016-08-26,7.7561
2016-08-29,7.7552
2016-08-30,7.7578
2016-08-31,7.7568
2016-09-01,7.7570
2016-09-02,7.7555
2016-09-05,.
2016-09-06,7.7549
2016-09-07,7.7553
2016-09-08,7.7565
2016-09-09,7.7570
2016-09-12,7.7579
2016-09-13,7.7584
2016-09-14,7.7582
2016-09-15,7.7580
2016-09-16,7.7585
2016-09-19,7.7578
2016-09-20,7.7574
2016-09-21,7.7559
2016-09-22,7.7556
2016-09-23,7.7565
2016-09-26,7.7556
2016-09-27,7.7542
2016-09-28,7.7534
2016-09-29,7.7552
2016-09-30,7.7555
2016-10-03,7.7557
2016-10-04,7.7563
2016-10-05,7.7572
2016-10-06,7.7575
2016-10-07,7.7583
2016-10-10,.
2016-10-11,7.7600
2016-10-12,7.7571
2016-10-13,7.7562
2016-10-14,7.7587
2016-10-17,7.7591
2016-10-18,7.7586
2016-10-19,7.7574
2016-10-20,7.7577
2016-10-21,7.7576
2016-10-24,7.7576
2016-10-25,7.7569
2016-10-26,7.7560
2016-10-27,7.7545
2016-10-28,7.7536
2016-10-31,7.7549
2016-11-01,7.7546
2016-11-02,7.7552
2016-11-03,7.7547
2016-11-04,7.7559
2016-11-07,7.7561
2016-11-08,7.7550
2016-11-09,7.7552
2016-11-10,7.7562
2016-11-11,.
2016-11-14,7.7581
2016-11-15,7.7575
2016-11-16,7.7575
2016-11-17,7.7568
2016-11-18,7.7572
2016-11-21,7.7555
2016-11-22,7.7557
2016-11-23,7.7561
2016-11-24,.
2016-11-25,7.7553
2016-11-28,7.7555
2016-11-29,7.7562
2016-11-30,7.7566
2016-12-01,7.7563
2016-12-02,7.7547
2016-12-05,7.7555
2016-12-06,7.7552
2016-12-07,7.7560
2016-12-08,7.7557
2016-12-09,7.7586
2016-12-12,7.7577
2016-12-13,7.7562
2016-12-14,7.7559
2016-12-15,7.7602
2016-12-16,7.7659
2016-12-19,7.7674
2016-12-20,7.7658
2016-12-21,7.7633
2016-12-22,7.7619
2016-12-23,7.7587
2016-12-26,.
2016-12-27,7.7596
2016-12-28,7.7575
2016-12-29,7.7549
2016-12-30,7.7534
2017-01-02,.
2017-01-03,7.7561
2017-01-04,7.7544
2017-01-05,7.7540
2017-01-06,7.7547
2017-01-09,7.7556
2017-01-10,7.7542
2017-01-11,7.7554
2017-01-12,7.7541
2017-01-13,7.7548
2017-01-16,.
2017-01-17,7.7559
2017-01-18,7.7563
2017-01-19,7.7568
2017-01-20,.
2017-01-23,7.7559
2017-01-24,7.7567
2017-01-25,7.7572
2017-01-26,7.7576
2017-01-27,7.7580
2017-01-30,7.7575
2017-01-31,7.7579
2017-02-01,7.7593
2017-02-02,7.7594
2017-02-03,7.7582
