DATE,DEXJPUS
2011-09-01,76.8100
2011-09-02,76.7900
2011-09-05,.
2011-09-06,77.4800
2011-09-07,77.3900
2011-09-08,77.4300
2011-09-09,77.3100
2011-09-12,77.1500
2011-09-13,76.8800
2011-09-14,76.7100
2011-09-15,76.7000
2011-09-16,76.8900
2011-09-19,76.4800
2011-09-20,76.5200
2011-09-21,76.3800
2011-09-22,76.3100
2011-09-23,76.3000
2011-09-26,76.3500
2011-09-27,76.6000
2011-09-28,76.51
2011-09-29,76.6800
2011-09-30,77.0400
2011-10-03,76.6600
2011-10-04,76.8600
2011-10-05,76.8600
2011-10-06,76.6400
2011-10-07,76.7700
2011-10-10,.
2011-10-11,76.6600
2011-10-12,77.3000
2011-10-13,76.8800
2011-10-14,77.3600
2011-10-17,76.8000
2011-10-18,76.7500
2011-10-19,76.7900
2011-10-20,76.9100
2011-10-21,76.1000
2011-10-24,76.1000
2011-10-25,75.8800
2011-10-26,76.0500
2011-10-27,75.8000
2011-10-28,75.7200
2011-10-31,77.9700
2011-11-01,78.2800
2011-11-02,78.0400
2011-11-03,77.9600
2011-11-04,78.1700
2011-11-07,78.0600
2011-11-08,77.7900
2011-11-09,77.7700
2011-11-10,77.5800
2011-11-11,.
2011-11-14,77.0200
2011-11-15,76.9900
2011-11-16,77.0200
2011-11-17,76.9800
2011-11-18,76.9300
2011-11-21,76.9700
2011-11-22,77.0700
2011-11-23,77.4100
2011-11-24,.
2011-11-25,77.6600
2011-11-28,78.0500
2011-11-29,77.8600
2011-11-30,77.5800
2011-12-01,77.6000
2011-12-02,77.8800
2011-12-05,77.7700
2011-12-06,77.7300
2011-12-07,77.6900
2011-12-08,77.6700
2011-12-09,77.5800
2011-12-12,77.8700
2011-12-13,77.8600
2011-12-14,78.0800
2011-12-15,77.8700
2011-12-16,77.6500
2011-12-19,77.9600
2011-12-20,77.7600
2011-12-21,78.0000
2011-12-22,78.1300
2011-12-23,78.1300
2011-12-26,.
2011-12-27,77.8300
2011-12-28,77.9800
2011-12-29,77.7100
2011-12-30,76.9800
2012-01-02,.
2012-01-03,76.6700
2012-01-04,76.6800
2012-01-05,77.1800
2012-01-06,77.0600
2012-01-09,76.8800
2012-01-10,76.8400
2012-01-11,76.9000
2012-01-12,76.7600
2012-01-13,76.9000
2012-01-16,.
2012-01-17,76.8000
2012-01-18,76.8100
2012-01-19,77.2300
2012-01-20,76.9700
2012-01-23,76.9200
2012-01-24,77.7800
2012-01-25,78.1300
2012-01-26,77.4700
2012-01-27,76.6800
2012-01-30,76.2800
2012-01-31,76.3400
2012-02-01,76.1100
2012-02-02,76.1300
2012-02-03,76.5400
2012-02-06,76.5400
2012-02-07,76.8800
2012-02-08,76.9000
2012-02-09,77.4200
2012-02-10,77.5700
2012-02-13,77.5200
2012-02-14,78.3900
2012-02-15,78.2200
2012-02-16,78.7700
2012-02-17,79.3300
2012-02-20,.
2012-02-21,79.7300
2012-02-22,80.3000
2012-02-23,80.2100
2012-02-24,80.8800
2012-02-27,80.4200
2012-02-28,80.4400
2012-02-29,81.1000
2012-03-01,81.1600
2012-03-02,81.5600
2012-03-05,81.4300
2012-03-06,80.8600
2012-03-07,81.0600
2012-03-08,81.5000
2012-03-09,82.5900
2012-03-12,82.2100
2012-03-13,82.6600
2012-03-14,83.7800
2012-03-15,83.2800
2012-03-16,83.3400
2012-03-19,83.3100
2012-03-20,83.6200
2012-03-21,83.6200
2012-03-22,82.5000
2012-03-23,82.3500
2012-03-26,82.8400
2012-03-27,83.1500
2012-03-28,82.7400
2012-03-29,82.2800
2012-03-30,82.4100
2012-04-02,82.1600
2012-04-03,82.1800
2012-04-04,82.6200
2012-04-05,82.3300
2012-04-06,81.5600
2012-04-09,81.3600
2012-04-10,80.9400
2012-04-11,80.8800
2012-04-12,80.8700
2012-04-13,80.9900
2012-04-16,80.4600
2012-04-17,80.7200
2012-04-18,81.2900
2012-04-19,81.5700
2012-04-20,81.6000
2012-04-23,81.1600
2012-04-24,81.2100
2012-04-25,81.3300
2012-04-26,80.7800
2012-04-27,80.4800
2012-04-30,79.8100
2012-05-01,80.1700
2012-05-02,80.1900
2012-05-03,80.3600
2012-05-04,79.8400
2012-05-07,79.8800
2012-05-08,79.7900
2012-05-09,79.6400
2012-05-10,79.9100
2012-05-11,79.8600
2012-05-14,79.8300
2012-05-15,80.0900
2012-05-16,80.3200
2012-05-17,79.2600
2012-05-18,79.1400
2012-05-21,79.3100
2012-05-22,79.9800
2012-05-23,79.3300
2012-05-24,79.4700
2012-05-25,79.6400
2012-05-28,.
2012-05-29,79.4400
2012-05-30,78.9300
2012-05-31,78.2900
2012-06-01,78.2100
2012-06-04,78.3000
2012-06-05,78.5700
2012-06-06,79.1100
2012-06-07,79.6700
2012-06-08,79.4700
2012-06-11,79.5000
2012-06-12,79.4400
2012-06-13,79.3500
2012-06-14,79.2900
2012-06-15,78.6500
2012-06-18,78.9500
2012-06-19,78.9200
2012-06-20,79.5400
2012-06-21,80.1800
2012-06-22,80.5200
2012-06-25,79.5000
2012-06-26,79.4600
2012-06-27,79.8300
2012-06-28,79.3500
2012-06-29,79.8100
2012-07-02,79.4200
2012-07-03,79.7700
2012-07-04,.
2012-07-05,79.9500
2012-07-06,79.6100
2012-07-09,79.6600
2012-07-10,79.4400
2012-07-11,79.7000
2012-07-12,79.2900
2012-07-13,79.2000
2012-07-16,78.8000
2012-07-17,79.0400
2012-07-18,78.7900
2012-07-19,78.6000
2012-07-20,78.4900
2012-07-23,78.3800
2012-07-24,78.1900
2012-07-25,78.2100
2012-07-26,78.2400
2012-07-27,78.5500
2012-07-30,78.2000
2012-07-31,78.1000
2012-08-01,78.1900
2012-08-02,78.2200
2012-08-03,78.6000
2012-08-06,78.1700
2012-08-07,78.7100
2012-08-08,78.4400
2012-08-09,78.6400
2012-08-10,78.2400
2012-08-13,78.3400
2012-08-14,78.8200
2012-08-15,78.8900
2012-08-16,79.2500
2012-08-17,79.5000
2012-08-20,79.4100
2012-08-21,79.4300
2012-08-22,79.1900
2012-08-23,78.4600
2012-08-24,78.6500
2012-08-27,78.6700
2012-08-28,78.5000
2012-08-29,78.7200
2012-08-30,78.5500
2012-08-31,78.3000
2012-09-03,.
2012-09-04,78.3500
2012-09-05,78.3400
2012-09-06,78.9600
2012-09-07,78.1400
2012-09-10,78.2400
2012-09-11,77.7800
2012-09-12,77.8600
2012-09-13,77.4100
2012-09-14,78.2200
2012-09-17,78.6800
2012-09-18,78.5900
2012-09-19,78.4000
2012-09-20,78.3000
2012-09-21,78.1700
2012-09-24,77.9000
2012-09-25,77.9100
2012-09-26,77.7800
2012-09-27,77.6200
2012-09-28,77.9200
2012-10-01,78.0000
2012-10-02,78.0100
2012-10-03,78.5700
2012-10-04,78.4400
2012-10-05,78.6600
2012-10-08,.
2012-10-09,78.2300
2012-10-10,78.2600
2012-10-11,78.4400
2012-10-12,78.3100
2012-10-15,78.7600
2012-10-16,78.9200
2012-10-17,78.7400
2012-10-18,79.2400
2012-10-19,79.2600
2012-10-22,79.8400
2012-10-23,79.7900
2012-10-24,79.8200
2012-10-25,80.0400
2012-10-26,79.6300
2012-10-29,79.8100
2012-10-30,79.5800
2012-10-31,79.9400
2012-11-01,80.1400
2012-11-02,80.5300
2012-11-05,80.1700
2012-11-06,80.2800
2012-11-07,79.8500
2012-11-08,79.7400
2012-11-09,79.4600
2012-11-12,.
2012-11-13,79.4200
2012-11-14,80.2000
2012-11-15,81.1600
2012-11-16,81.2800
2012-11-19,81.1800
2012-11-20,81.7200
2012-11-21,82.3600
2012-11-22,.
2012-11-23,82.3400
2012-11-26,82.1100
2012-11-27,82.2300
2012-11-28,81.8400
2012-11-29,82.0600
2012-11-30,82.5400
2012-12-03,82.2400
2012-12-04,81.8600
2012-12-05,82.4000
2012-12-06,82.2900
2012-12-07,82.3700
2012-12-10,82.3700
2012-12-11,82.4200
2012-12-12,83.1000
2012-12-13,83.5400
2012-12-14,83.5200
2012-12-17,83.7000
2012-12-18,84.0000
2012-12-19,84.3200
2012-12-20,84.3300
2012-12-21,84.1000
2012-12-24,84.8100
2012-12-25,.
2012-12-26,85.6200
2012-12-27,86.0600
2012-12-28,86.1200
2012-12-31,86.6400
2013-01-01,.
2013-01-02,87.1000
2013-01-03,86.9200
2013-01-04,88.1400
2013-01-07,87.6800
2013-01-08,87.3100
2013-01-09,87.9000
2013-01-10,88.1600
2013-01-11,89.2200
2013-01-14,89.3400
2013-01-15,88.6500
2013-01-16,88.6400
2013-01-17,89.4100
2013-01-18,89.9000
2013-01-21,.
2013-01-22,88.6200
2013-01-23,88.4400
2013-01-24,90.0400
2013-01-25,91.0400
2013-01-28,90.7300
2013-01-29,90.6500
2013-01-30,91.0500
2013-01-31,91.2800
2013-02-01,92.5400
2013-02-04,92.5700
2013-02-05,93.3400
2013-02-06,93.5600
2013-02-07,93.2400
2013-02-08,92.7200
2013-02-11,93.4400
2013-02-12,93.1400
2013-02-13,93.3900
2013-02-14,93.1000
2013-02-15,93.6400
2013-02-18,.
2013-02-19,93.5400
2013-02-20,93.5300
2013-02-21,92.9600
2013-02-22,93.3500
2013-02-25,93.3500
2013-02-26,91.3800
2013-02-27,91.8800
2013-02-28,92.3600
2013-03-01,93.3800
2013-03-04,93.3200
2013-03-05,93.3900
2013-03-06,93.6400
2013-03-07,95.0000
2013-03-08,96.0000
2013-03-11,96.1200
2013-03-12,95.9600
2013-03-13,96.0000
2013-03-14,96.1600
2013-03-15,95.2600
2013-03-18,94.9200
2013-03-19,94.8500
2013-03-20,95.5100
2013-03-21,95.0600
2013-03-22,94.4800
2013-03-25,94.3400
2013-03-26,94.2200
2013-03-27,94.3800
2013-03-28,94.0200
2013-03-29,94.1600
2013-04-01,93.3000
2013-04-02,93.4300
2013-04-03,92.9600
2013-04-04,96.1200
2013-04-05,96.8600
2013-04-08,98.9000
2013-04-09,99.0200
2013-04-10,99.6100
2013-04-11,99.4200
2013-04-12,98.9800
2013-04-15,98.0000
2013-04-16,97.8600
2013-04-17,97.7400
2013-04-18,98.2200
2013-04-19,99.2800
2013-04-22,99.2900
2013-04-23,99.4300
2013-04-24,99.3900
2013-04-25,99.4200
2013-04-26,97.8400
2013-04-29,98.0900
2013-04-30,97.5200
2013-05-01,97.2800
2013-05-02,97.9600
2013-05-03,99.1000
2013-05-06,99.3500
2013-05-07,99.0000
2013-05-08,98.9000
2013-05-09,99.2900
2013-05-10,101.7400
2013-05-13,101.8400
2013-05-14,102.1800
2013-05-15,102.4400
2013-05-16,102.2200
2013-05-17,102.9800
2013-05-20,102.5400
2013-05-21,102.3600
2013-05-22,103.5200
2013-05-23,101.6600
2013-05-24,100.9800
2013-05-27,.
2013-05-28,102.0700
2013-05-29,100.9100
2013-05-30,101.0600
2013-05-31,100.8300
2013-06-03,99.1800
2013-06-04,100.1500
2013-06-05,99.1600
2013-06-06,97.7600
2013-06-07,97.2000
2013-06-10,98.8800
2013-06-11,96.8200
2013-06-12,95.3600
2013-06-13,94.2900
2013-06-14,94.3400
2013-06-17,94.8700
2013-06-18,95.2000
2013-06-19,95.2200
2013-06-20,98.1800
2013-06-21,97.4800
2013-06-24,97.7000
2013-06-25,97.8700
2013-06-26,97.4300
2013-06-27,98.4000
2013-06-28,99.2100
2013-07-01,99.6200
2013-07-02,100.4300
2013-07-03,99.8200
2013-07-04,.
2013-07-05,100.9400
2013-07-08,101.0700
2013-07-09,101.0800
2013-07-10,100.1000
2013-07-11,98.8000
2013-07-12,99.3900
2013-07-15,100.0400
2013-07-16,99.3700
2013-07-17,99.7000
2013-07-18,100.6000
2013-07-19,100.3000
2013-07-22,99.6000
2013-07-23,99.7600
2013-07-24,100.2100
2013-07-25,99.5600
2013-07-26,98.2400
2013-07-29,97.8000
2013-07-30,98.0200
2013-07-31,98.3500
2013-08-01,99.3000
2013-08-02,99.0400
2013-08-05,98.5400
2013-08-06,97.8500
2013-08-07,96.7200
2013-08-08,96.0300
2013-08-09,96.2400
2013-08-12,96.4400
2013-08-13,98.0600
2013-08-14,98.1500
2013-08-15,97.8100
2013-08-16,97.6000
2013-08-19,97.9400
2013-08-20,97.1200
2013-08-21,97.6600
2013-08-22,98.5300
2013-08-23,98.5700
2013-08-26,98.6400
2013-08-27,97.3000
2013-08-28,97.6500
2013-08-29,98.4600
2013-08-30,98.2200
2013-09-02,.
2013-09-03,99.4300
2013-09-04,99.6100
2013-09-05,100.0800
2013-09-06,99.0400
2013-09-09,99.5500
2013-09-10,100.2200
2013-09-11,100.0800
2013-09-12,99.2400
2013-09-13,99.3800
2013-09-16,98.9800
2013-09-17,99.1600
2013-09-18,99.0400
2013-09-19,99.3300
2013-09-20,99.3800
2013-09-23,98.7600
2013-09-24,98.7600
2013-09-25,98.6200
2013-09-26,98.9500
2013-09-27,98.3000
2013-09-30,98.2900
2013-10-01,98.0500
2013-10-02,97.3600
2013-10-03,97.0800
2013-10-04,97.2000
2013-10-07,97.0200
2013-10-08,96.9400
2013-10-09,97.2300
2013-10-10,98.0900
2013-10-11,98.4200
2013-10-14,.
2013-10-15,98.5800
2013-10-16,98.9000
2013-10-17,97.8500
2013-10-18,97.7700
2013-10-21,98.1400
2013-10-22,98.1800
2013-10-23,97.2800
2013-10-24,97.3600
2013-10-25,97.4600
2013-10-28,97.7000
2013-10-29,98.0900
2013-10-30,98.1400
2013-10-31,98.1000
2013-11-01,98.7800
2013-11-04,98.6200
2013-11-05,98.6000
2013-11-06,98.6000
2013-11-07,98.5600
2013-11-08,99.0300
2013-11-11,.
2013-11-12,99.6500
2013-11-13,99.3100
2013-11-14,99.9300
2013-11-15,100.1700
2013-11-18,100.0400
2013-11-19,100.1400
2013-11-20,100.0200
2013-11-21,100.9500
2013-11-22,101.2900
2013-11-25,101.7000
2013-11-26,101.3800
2013-11-27,102.1800
2013-11-28,.
2013-11-29,102.4500
2013-12-02,103.0400
2013-12-03,102.3600
2013-12-04,102.4800
2013-12-05,101.8200
2013-12-06,102.8800
2013-12-09,103.2200
2013-12-10,102.8000
2013-12-11,102.3800
2013-12-12,103.1100
2013-12-13,103.2800
2013-12-16,102.9100
2013-12-17,102.6300
2013-12-18,103.1800
2013-12-19,104.1600
2013-12-20,104.0700
2013-12-23,104.0600
2013-12-24,104.2600
2013-12-25,.
2013-12-26,104.7200
2013-12-27,105.0500
2013-12-30,105.0000
2013-12-31,105.2500
2014-01-01,.
2014-01-02,104.8400
2014-01-03,104.4600
2014-01-06,104.3800
2014-01-07,104.5400
2014-01-08,104.8700
2014-01-09,104.7400
2014-01-10,104.0600
2014-01-13,103.3100
2014-01-14,103.8000
2014-01-15,104.4200
2014-01-16,104.3200
2014-01-17,104.3200
2014-01-20,.
2014-01-21,104.1400
2014-01-22,104.3600
2014-01-23,103.6500
2014-01-24,102.4100
2014-01-27,102.2600
2014-01-28,102.8000
2014-01-29,102.2000
2014-01-30,102.8300
2014-01-31,102.2800
2014-02-03,101.1100
2014-02-04,101.6200
2014-02-05,101.3800
2014-02-06,101.8400
2014-02-07,102.3200
2014-02-10,102.1400
2014-02-11,102.6300
2014-02-12,102.4800
2014-02-13,102.2000
2014-02-14,101.8200
2014-02-17,.
2014-02-18,102.3100
2014-02-19,102.3000
2014-02-20,102.3200
2014-02-21,102.7100
2014-02-24,102.4400
2014-02-25,102.2000
2014-02-26,102.3600
2014-02-27,102.1200
2014-02-28,102.0800
2014-03-03,101.3600
2014-03-04,102.1800
2014-03-05,102.3200
2014-03-06,103.0300
2014-03-07,103.3800
2014-03-10,103.2300
2014-03-11,103.1800
2014-03-12,102.7400
2014-03-13,102.1200
2014-03-14,101.4600
2014-03-17,101.6200
2014-03-18,101.3700
2014-03-19,101.5400
2014-03-20,102.3900
2014-03-21,102.3800
2014-03-24,102.2100
2014-03-25,102.3200
2014-03-26,102.3000
2014-03-27,102.1000
2014-03-28,102.9200
2014-03-31,102.9800
2014-04-01,103.5200
2014-04-02,103.8200
2014-04-03,103.9400
2014-04-04,103.3900
2014-04-07,103.0400
2014-04-08,102.1200
2014-04-09,101.8500
2014-04-10,101.4300
2014-04-11,101.5600
2014-04-14,101.8100
2014-04-15,101.6000
2014-04-16,102.3000
2014-04-17,102.2200
2014-04-18,102.4300
2014-04-21,102.5600
2014-04-22,102.6000
2014-04-23,102.2600
2014-04-24,102.3400
2014-04-25,102.1200
2014-04-28,102.4600
2014-04-29,102.5700
2014-04-30,102.1400
2014-05-01,102.3000
2014-05-02,102.3400
2014-05-05,102.0600
2014-05-06,101.5700
2014-05-07,101.7200
2014-05-08,101.6600
2014-05-09,101.7400
2014-05-12,102.1000
2014-05-13,102.2000
2014-05-14,101.7500
2014-05-15,101.4400
2014-05-16,101.5000
2014-05-19,101.2600
2014-05-20,101.2600
2014-05-21,101.4400
2014-05-22,101.7600
2014-05-23,101.8800
2014-05-26,.
2014-05-27,102.1400
2014-05-28,101.7800
2014-05-29,101.5800
2014-05-30,101.7700
2014-06-02,102.3000
2014-06-03,102.4200
2014-06-04,102.6900
2014-06-05,102.4400
2014-06-06,102.5000
2014-06-09,102.5200
2014-06-10,102.3700
2014-06-11,101.9400
2014-06-12,101.8300
2014-06-13,102.0600
2014-06-16,101.8200
2014-06-17,102.1800
2014-06-18,102.1600
2014-06-19,101.8400
2014-06-20,102.1400
2014-06-23,101.9000
2014-06-24,102.1300
2014-06-25,101.7500
2014-06-26,101.6600
2014-06-27,101.3900
2014-06-30,101.2800
2014-07-01,101.5100
2014-07-02,101.7600
2014-07-03,102.1900
2014-07-04,.
2014-07-07,101.8400
2014-07-08,101.5300
2014-07-09,101.7000
2014-07-10,101.2600
2014-07-11,101.3300
2014-07-14,101.5800
2014-07-15,101.6200
2014-07-16,101.6900
2014-07-17,101.3000
2014-07-18,101.3700
2014-07-21,101.3400
2014-07-22,101.5400
2014-07-23,101.5000
2014-07-24,101.8200
2014-07-25,101.8100
2014-07-28,101.8200
2014-07-29,102.1200
2014-07-30,102.9000
2014-07-31,102.7500
2014-08-01,102.4500
2014-08-04,102.4700
2014-08-05,102.7700
2014-08-06,102.3400
2014-08-07,102.0600
2014-08-08,101.9100
2014-08-11,102.1400
2014-08-12,102.2200
2014-08-13,102.4800
2014-08-14,102.4400
2014-08-15,102.1900
2014-08-18,102.5400
2014-08-19,102.8600
2014-08-20,103.3600
2014-08-21,103.7800
2014-08-22,103.9700
2014-08-25,103.9600
2014-08-26,104.1200
2014-08-27,103.9800
2014-08-28,103.7800
2014-08-29,104.0000
2014-09-01,.
2014-09-02,105.1000
2014-09-03,104.8800
2014-09-04,105.2200
2014-09-05,104.9400
2014-09-08,105.6500
2014-09-09,106.3200
2014-09-10,106.7600
2014-09-11,106.8700
2014-09-12,107.2400
2014-09-15,107.1800
2014-09-16,106.9100
2014-09-17,107.5800
2014-09-18,108.6900
2014-09-19,108.9600
2014-09-22,108.8800
2014-09-23,108.8200
2014-09-24,108.9200
2014-09-25,108.7000
2014-09-26,109.3200
2014-09-29,109.3400
2014-09-30,109.6600
2014-10-01,109.3000
2014-10-02,108.1000
2014-10-03,109.7000
2014-10-06,109.0800
2014-10-07,108.3000
2014-10-08,108.4100
2014-10-09,108.0000
2014-10-10,107.8300
2014-10-13,.
2014-10-14,107.1500
2014-10-15,106.0600
2014-10-16,105.9800
2014-10-17,106.7200
2014-10-20,106.8700
2014-10-21,106.7000
2014-10-22,107.3200
2014-10-23,108.1600
2014-10-24,108.0600
2014-10-27,107.7100
2014-10-28,108.0000
2014-10-29,108.1000
2014-10-30,108.9400
2014-10-31,112.0900
2014-11-03,113.9200
2014-11-04,113.4400
2014-11-05,114.6200
2014-11-06,114.8700
2014-11-07,114.7300
2014-11-10,114.7800
2014-11-11,.
2014-11-12,115.4200
2014-11-13,115.6300
2014-11-14,116.5200
2014-11-17,116.4400
2014-11-18,116.7600
2014-11-19,117.7000
2014-11-20,118.1400
2014-11-21,117.7400
2014-11-24,118.3900
2014-11-25,117.9900
2014-11-26,117.6000
2014-11-27,.
2014-11-28,118.7000
2014-12-01,118.1400
2014-12-02,119.1000
2014-12-03,119.8200
2014-12-04,119.6700
2014-12-05,121.3800
2014-12-08,120.8900
2014-12-09,118.8700
2014-12-10,118.5000
2014-12-11,119.4000
2014-12-12,118.2200
2014-12-15,117.7500
2014-12-16,117.2800
2014-12-17,117.6400
2014-12-18,118.8400
2014-12-19,119.5600
2014-12-22,119.8400
2014-12-23,120.6800
2014-12-24,120.4500
2014-12-25,.
2014-12-26,.
2014-12-29,120.5700
2014-12-30,119.3400
2014-12-31,119.8500
2015-01-01,.
2015-01-02,120.2000
2015-01-05,119.6400
2015-01-06,118.2600
2015-01-07,119.5200
2015-01-08,119.5100
2015-01-09,118.6600
2015-01-12,118.3200
2015-01-13,118.1600
2015-01-14,116.7800
2015-01-15,116.9500
2015-01-16,117.4500
2015-01-19,.
2015-01-20,118.4800
2015-01-21,117.8600
2015-01-22,117.9200
2015-01-23,117.8000
2015-01-26,118.3800
2015-01-27,117.6200
2015-01-28,117.7400
2015-01-29,118.3100
2015-01-30,117.4400
2015-02-02,117.3300
2015-02-03,117.4800
2015-02-04,117.5800
2015-02-05,117.4000
2015-02-06,119.1600
2015-02-09,118.7000
2015-02-10,119.3200
2015-02-11,120.3800
2015-02-12,118.7200
2015-02-13,118.7000
2015-02-16,.
2015-02-17,118.9900
2015-02-18,119.1900
2015-02-19,118.8400
2015-02-20,118.6800
2015-02-23,118.8800
2015-02-24,119.1300
2015-02-25,118.8800
2015-02-26,119.3600
2015-02-27,119.7200
2015-03-02,120.0600
2015-03-03,119.4700
2015-03-04,119.7600
2015-03-05,120.2200
2015-03-06,120.9300
2015-03-09,121.1700
2015-03-10,121.2000
2015-03-11,121.5000
2015-03-12,121.2800
2015-03-13,121.1700
2015-03-16,121.3000
2015-03-17,121.2800
2015-03-18,120.9200
2015-03-19,120.9000
2015-03-20,120.2800
2015-03-23,119.7400
2015-03-24,119.9000
2015-03-25,119.3700
2015-03-26,119.0100
2015-03-27,119.1500
2015-03-30,120.1100
2015-03-31,119.9600
2015-04-01,119.6200
2015-04-02,119.7400
2015-04-03,118.9600
2015-04-06,119.0500
2015-04-07,120.3600
2015-04-08,119.9600
2015-04-09,120.3200
2015-04-10,120.2900
2015-04-13,120.3200
2015-04-14,119.2600
2015-04-15,119.2300
2015-04-16,119.1800
2015-04-17,119.0200
2015-04-20,119.2700
2015-04-21,119.4500
2015-04-22,119.9000
2015-04-23,119.6900
2015-04-24,118.9800
2015-04-27,119.1200
2015-04-28,118.8000
2015-04-29,118.8300
2015-04-30,119.8600
2015-05-01,120.2100
2015-05-04,120.2500
2015-05-05,119.8700
2015-05-06,119.4200
2015-05-07,119.7400
2015-05-08,119.7800
2015-05-11,120.0500
2015-05-12,119.8000
2015-05-13,119.0900
2015-05-14,119.2000
2015-05-15,119.3600
2015-05-18,119.8200
2015-05-19,120.5800
2015-05-20,121.2800
2015-05-21,121.0600
2015-05-22,121.4500
2015-05-25,.
2015-05-26,123.0800
2015-05-27,123.7600
2015-05-28,124.1800
2015-05-29,123.9800
2015-06-01,124.6400
2015-06-02,124.1900
2015-06-03,124.0600
2015-06-04,124.5600
2015-06-05,125.5800
2015-06-08,125.0800
2015-06-09,124.1600
2015-06-10,122.7200
2015-06-11,123.6200
2015-06-12,123.2300
2015-06-15,123.3800
2015-06-16,123.3900
2015-06-17,124.2500
2015-06-18,122.8700
2015-06-19,122.7000
2015-06-22,123.2800
2015-06-23,123.7100
2015-06-24,124.2400
2015-06-25,123.6300
2015-06-26,123.9200
2015-06-29,122.5000
2015-06-30,122.1000
2015-07-01,123.0200
2015-07-02,123.1400
2015-07-03,.
2015-07-06,122.5300
2015-07-07,122.1600
2015-07-08,120.5400
2015-07-09,121.2200
2015-07-10,122.7500
2015-07-13,123.3500
2015-07-14,123.3900
2015-07-15,123.8900
2015-07-16,124.0400
2015-07-17,124.0000
2015-07-20,124.2400
2015-07-21,123.9300
2015-07-22,124.0800
2015-07-23,123.8800
2015-07-24,123.7400
2015-07-27,123.2400
2015-07-28,123.5200
2015-07-29,123.8600
2015-07-30,124.3800
2015-07-31,123.9400
2015-08-03,123.9800
2015-08-04,124.0000
2015-08-05,124.8400
2015-08-06,124.6000
2015-08-07,124.2700
2015-08-10,124.5500
2015-08-11,124.9000
2015-08-12,123.8700
2015-08-13,124.3200
2015-08-14,124.2700
2015-08-17,124.3300
2015-08-18,124.3900
2015-08-19,124.1000
2015-08-20,123.5400
2015-08-21,122.1100
2015-08-24,118.5600
2015-08-25,119.9100
2015-08-26,119.0700
2015-08-27,120.8900
2015-08-28,121.3200
2015-08-31,121.2600
2015-09-01,119.9400
2015-09-02,120.0000
2015-09-03,120.2000
2015-09-04,119.0500
2015-09-07,.
2015-09-08,119.7200
2015-09-09,120.9400
2015-09-10,120.7100
2015-09-11,120.6600
2015-09-14,119.9200
2015-09-15,120.3000
2015-09-16,120.6200
2015-09-17,120.9000
2015-09-18,119.8500
2015-09-21,120.4600
2015-09-22,120.0400
2015-09-23,120.1200
2015-09-24,119.5400
2015-09-25,120.7400
2015-09-28,119.8200
2015-09-29,119.7600
2015-09-30,119.8100
2015-10-01,119.5800
2015-10-02,119.4200
2015-10-05,120.3600
2015-10-06,120.1800
2015-10-07,119.9000
2015-10-08,119.9400
2015-10-09,120.3000
2015-10-12,.
2015-10-13,119.8000
2015-10-14,119.2100
2015-10-15,118.2600
2015-10-16,119.6000
2015-10-19,119.5000
2015-10-20,119.7900
2015-10-21,119.9100
2015-10-22,120.5000
2015-10-23,121.2000
2015-10-26,120.8700
2015-10-27,120.2900
2015-10-28,120.5600
2015-10-29,121.1400
2015-10-30,120.7000
2015-11-02,120.7000
2015-11-03,121.2000
2015-11-04,121.5200
2015-11-05,121.7100
2015-11-06,123.2000
2015-11-09,123.0400
2015-11-10,123.2200
2015-11-11,.
2015-11-12,122.8400
2015-11-13,122.9300
2015-11-16,123.1100
2015-11-17,123.4800
2015-11-18,123.5100
2015-11-19,122.7100
2015-11-20,122.8000
2015-11-23,123.0200
2015-11-24,122.4700
2015-11-25,122.7000
2015-11-26,.
2015-11-27,122.8400
2015-11-30,123.2200
2015-12-01,122.8800
2015-12-02,123.5200
2015-12-03,123.0600
2015-12-04,123.1000
2015-12-07,123.3100
2015-12-08,123.0000
2015-12-09,121.8600
2015-12-10,121.4400
2015-12-11,120.9400
2015-12-14,120.5700
2015-12-15,121.6600
2015-12-16,121.8800
2015-12-17,122.7500
2015-12-18,121.2000
2015-12-21,120.9900
2015-12-22,120.9400
2015-12-23,120.9400
2015-12-24,120.3200
2015-12-25,.
2015-12-28,120.3000
2015-12-29,120.4400
2015-12-30,120.6000
2015-12-31,120.2700
2016-01-01,.
2016-01-04,119.3000
2016-01-05,118.9500
2016-01-06,118.5400
2016-01-07,118.0000
2016-01-08,117.7400
2016-01-11,117.4800
2016-01-12,117.7800
2016-01-13,118.0600
2016-01-14,118.0300
2016-01-15,116.7800
2016-01-18,.
2016-01-19,117.6600
2016-01-20,116.3800
2016-01-21,117.6100
2016-01-22,118.3700
2016-01-25,118.5500
2016-01-26,118.5000
2016-01-27,118.9000
2016-01-28,118.6100
2016-01-29,121.0500
2016-02-01,121.0600
2016-02-02,120.2700
2016-02-03,117.9200
2016-02-04,116.7500
2016-02-05,116.9900
2016-02-08,115.7000
2016-02-09,114.8000
2016-02-10,114.0300
2016-02-11,111.7200
2016-02-12,112.9600
2016-02-15,.
2016-02-16,113.9000
2016-02-17,114.1400
2016-02-18,113.6200
2016-02-19,112.4200
2016-02-22,113.1200
2016-02-23,112.1700
2016-02-24,111.3600
2016-02-25,112.7000
2016-02-26,113.7800
2016-02-29,112.9000
2016-03-01,113.9400
2016-03-02,113.8100
2016-03-03,113.5300
2016-03-04,113.9100
2016-03-07,113.6000
