DATE,DEXJPUS
2016-03-08,112.5800
2016-03-09,113.0600
2016-03-10,113.1000
2016-03-11,113.6600
2016-03-14,113.5900
2016-03-15,112.8800
2016-03-16,113.6900
2016-03-17,111.3000
2016-03-18,111.3800
2016-03-21,111.6200
2016-03-22,111.8200
2016-03-23,112.6300
2016-03-24,112.6400
2016-03-25,113.0500
2016-03-28,113.2900
2016-03-29,113.3300
2016-03-30,112.6000
2016-03-31,112.4200
2016-04-01,112.0600
2016-04-04,111.1800
2016-04-05,110.2600
2016-04-06,109.6300
2016-04-07,107.9800
2016-04-08,108.3600
2016-04-11,107.9600
2016-04-12,108.5400
2016-04-13,109.2100
2016-04-14,109.2000
2016-04-15,108.7600
2016-04-18,108.8500
2016-04-19,109.1600
2016-04-20,109.5100
2016-04-21,109.4100
2016-04-22,111.5000
2016-04-25,111.0800
2016-04-26,111.2300
2016-04-27,111.2600
2016-04-28,108.5500
2016-04-29,106.9000
2016-05-02,106.4800
2016-05-03,106.3400
2016-05-04,107.1200
2016-05-05,107.3200
2016-05-06,106.6600
2016-05-09,108.3900
2016-05-10,109.2200
2016-05-11,108.4800
2016-05-12,108.7300
2016-05-13,109.1400
2016-05-16,108.8900
2016-05-17,109.0200
2016-05-18,109.6500
2016-05-19,109.8100
2016-05-20,110.5200
2016-05-23,109.4700
2016-05-24,110.0000
2016-05-25,110.2200
2016-05-26,109.7400
2016-05-27,109.8600
2016-05-30,.
2016-05-31,110.7500
2016-06-01,109.5500
2016-06-02,108.7500
2016-06-03,106.8800
2016-06-06,107.3300
2016-06-07,107.3000
2016-06-08,106.6800
2016-06-09,106.5400
2016-06-10,107.0600
2016-06-13,106.0700
2016-06-14,106.0200
2016-06-15,105.8700
2016-06-16,104.0500
2016-06-17,104.2000
2016-06-20,104.3200
2016-06-21,104.5600
2016-06-22,104.5600
2016-06-23,105.9000
2016-06-24,102.2600
2016-06-27,101.6600
2016-06-28,102.7100
2016-06-29,102.6800
2016-06-30,102.7700
2016-07-01,102.5500
2016-07-04,.
2016-07-05,101.5800
2016-07-06,101.1200
2016-07-07,100.7400
2016-07-08,100.6500
2016-07-11,102.6600
2016-07-12,104.7200
2016-07-13,104.1000
2016-07-14,105.4000
2016-07-15,105.6400
2016-07-18,106.0000
2016-07-19,106.1300
2016-07-20,106.6500
2016-07-21,105.9800
2016-07-22,106.2200
2016-07-25,106.0200
2016-07-26,104.8300
2016-07-27,105.6500
2016-07-28,104.8600
2016-07-29,102.3200
2016-08-01,102.2600
2016-08-02,100.8200
2016-08-03,101.3400
2016-08-04,101.0800
2016-08-05,101.7400
2016-08-08,102.5300
2016-08-09,101.9600
2016-08-10,101.2700
2016-08-11,101.4600
2016-08-12,101.0100
2016-08-15,101.0200
2016-08-16,100.2800
2016-08-17,100.2400
2016-08-18,100.0700
2016-08-19,100.2400
2016-08-22,100.2500
2016-08-23,100.2000
2016-08-24,100.5000
2016-08-25,100.5800
2016-08-26,101.2000
2016-08-29,102.1300
2016-08-30,102.9200
2016-08-31,103.3800
2016-09-01,103.2200
2016-09-02,104.1800
2016-09-05,.
2016-09-06,102.2800
2016-09-07,101.7200
2016-09-08,102.2800
2016-09-09,102.8600
2016-09-12,101.9600
2016-09-13,102.1400
2016-09-14,102.3300
2016-09-15,102.2400
2016-09-16,102.3600
2016-09-19,101.8200
2016-09-20,101.6600
2016-09-21,100.6200
2016-09-22,100.8000
2016-09-23,101.0400
2016-09-26,100.3400
2016-09-27,100.3600
2016-09-28,100.5700
2016-09-29,101.4800
2016-09-30,101.2100
2016-10-03,101.5400
2016-10-04,102.6600
2016-10-05,103.5300
2016-10-06,104.0200
2016-10-07,103.4200
2016-10-10,.
2016-10-11,103.3600
2016-10-12,104.4800
2016-10-13,103.6200
2016-10-14,104.1000
2016-10-17,103.9600
2016-10-18,103.8000
2016-10-19,103.3000
2016-10-20,103.9200
2016-10-21,103.9600
2016-10-24,104.2000
2016-10-25,104.2500
2016-10-26,104.4200
2016-10-27,105.1400
2016-10-28,105.4000
2016-10-31,105.0700
2016-11-01,104.5900
2016-11-02,103.2200
2016-11-03,103.1700
2016-11-04,103.0200
2016-11-07,104.6000
2016-11-08,104.9800
2016-11-09,104.8400
2016-11-10,106.5600
2016-11-11,.
2016-11-14,108.3000
2016-11-15,108.9400
2016-11-16,109.1600
2016-11-17,109.6400
2016-11-18,110.5100
2016-11-21,111.1200
2016-11-22,110.9800
2016-11-23,112.5800
2016-11-24,.
2016-11-25,113.1700
2016-11-28,112.3600
2016-11-29,112.7800
2016-11-30,114.3400
2016-12-01,114.3400
2016-12-02,113.7600
2016-12-05,114.1000
2016-12-06,113.9800
2016-12-07,113.5000
2016-12-08,114.1600
2016-12-09,115.1700
2016-12-12,115.3400
2016-12-13,115.2600
2016-12-14,115.0600
2016-12-15,118.3200
2016-12-16,117.7400
2016-12-19,116.6000
2016-12-20,117.8600
2016-12-21,117.7900
2016-12-22,117.4800
2016-12-23,117.2200
2016-12-26,.
2016-12-27,117.5200
2016-12-28,117.6600
2016-12-29,116.3200
2016-12-30,116.7800
2017-01-02,.
2017-01-03,117.6800
2017-01-04,117.3800
2017-01-05,115.4600
2017-01-06,116.8500
2017-01-09,116.0700
2017-01-10,115.7400
2017-01-11,116.2600
2017-01-12,113.8700
2017-01-13,115.0300
2017-01-16,.
2017-01-17,112.9600
2017-01-18,113.4000
2017-01-19,115.3000
2017-01-20,.
2017-01-23,112.9000
2017-01-24,113.6300
2017-01-25,113.6000
2017-01-26,114.7000
2017-01-27,115.1600
2017-01-30,113.8600
2017-01-31,112.7200
2017-02-01,113.2900
2017-02-02,112.4800
2017-02-03,112.4200
