DATE,DEXMAUS
2015-02-03,3.6290
2015-02-04,3.5570
2015-02-05,3.5690
2015-02-06,3.5400
2015-02-09,3.5600
2015-02-10,3.5780
2015-02-11,3.5960
2015-02-12,3.6050
2015-02-13,3.5780
2015-02-16,.
2015-02-17,3.5830
2015-02-18,3.6180
2015-02-19,3.6180
2015-02-20,3.6180
2015-02-23,3.6330
2015-02-24,3.6400
2015-02-25,3.6030
2015-02-26,3.5820
2015-02-27,3.6100
2015-03-02,3.6300
2015-03-03,3.6240
2015-03-04,3.6445
2015-03-05,3.6480
2015-03-06,3.6510
2015-03-09,3.6770
2015-03-10,3.7000
2015-03-11,3.6970
2015-03-12,3.6890
2015-03-13,3.6870
2015-03-16,3.7035
2015-03-17,3.6960
2015-03-18,3.7060
2015-03-19,3.7025
2015-03-20,3.7290
2015-03-23,3.6945
2015-03-24,3.6470
2015-03-25,3.6645
2015-03-26,3.6570
2015-03-27,3.6830
2015-03-30,3.7115
2015-03-31,3.7020
2015-04-01,3.6975
2015-04-02,3.6690
2015-04-03,3.6680
2015-04-06,3.6300
2015-04-07,3.6345
2015-04-08,3.6270
2015-04-09,3.6270
2015-04-10,3.6632
2015-04-13,3.7050
2015-04-14,3.6990
2015-04-15,3.7030
2015-04-16,3.6540
2015-04-17,3.6240
2015-04-20,3.6200
2015-04-21,3.6313
2015-04-22,3.6100
2015-04-23,3.6220
2015-04-24,3.5820
2015-04-27,3.5655
2015-04-28,3.5540
2015-04-29,3.5580
2015-04-30,3.5600
2015-05-01,3.5600
2015-05-04,3.5600
2015-05-05,3.6100
2015-05-06,3.5700
2015-05-07,3.5925
2015-05-08,3.5950
2015-05-11,3.5985
2015-05-12,3.6150
2015-05-13,3.5965
2015-05-14,3.5800
2015-05-15,3.5620
2015-05-18,3.5680
2015-05-19,3.5900
2015-05-20,3.6125
2015-05-21,3.5941
2015-05-22,3.5820
2015-05-25,.
2015-05-26,3.6260
2015-05-27,3.6350
2015-05-28,3.6410
2015-05-29,3.6640
2015-06-01,3.6810
2015-06-02,3.6970
2015-06-03,3.6835
2015-06-04,3.6950
2015-06-05,3.7170
2015-06-08,3.7660
2015-06-09,3.7470
2015-06-10,3.7224
2015-06-11,3.7450
2015-06-12,3.7580
2015-06-15,3.7590
2015-06-16,3.7490
2015-06-17,3.7570
2015-06-18,3.7080
2015-06-19,3.7390
2015-06-22,3.7300
2015-06-23,3.7360
2015-06-24,3.7491
2015-06-25,3.7551
2015-06-26,3.7666
2015-06-29,3.7826
2015-06-30,3.7736
2015-07-01,3.7440
2015-07-02,3.7761
2015-07-03,.
2015-07-06,3.8071
2015-07-07,3.8061
2015-07-08,3.8056
2015-07-09,3.7945
2015-07-10,3.7925
2015-07-13,3.8052
2015-07-14,3.8048
2015-07-15,3.8042
2015-07-16,3.8060
2015-07-17,3.8048
2015-07-20,3.8071
2015-07-21,3.8067
2015-07-22,3.7905
2015-07-23,3.8050
2015-07-24,3.8086
2015-07-27,3.8176
2015-07-28,3.8131
2015-07-29,3.8127
2015-07-30,3.8156
2015-07-31,3.8156
2015-08-03,3.8502
2015-08-04,3.8506
2015-08-05,3.8766
2015-08-06,3.9040
2015-08-07,3.9241
2015-08-10,3.9270
2015-08-11,3.9270
2015-08-12,4.0375
2015-08-13,4.0080
2015-08-14,4.0791
2015-08-17,4.1020
2015-08-18,4.0791
2015-08-19,4.1041
2015-08-20,4.1350
2015-08-21,4.1726
2015-08-24,4.2580
2015-08-25,4.2104
2015-08-26,4.2480
2015-08-27,4.2285
2015-08-28,4.1949
2015-08-31,4.1920
2015-09-01,4.1640
2015-09-02,4.2070
2015-09-03,4.2350
2015-09-04,4.2560
2015-09-07,.
2015-09-08,4.3386
2015-09-09,4.3230
2015-09-10,4.3378
2015-09-11,4.3150
2015-09-14,4.3096
2015-09-15,4.3046
2015-09-16,4.3038
2015-09-17,4.2500
2015-09-18,4.2060
2015-09-21,4.2650
2015-09-22,4.2940
2015-09-23,4.3450
2015-09-24,4.3450
2015-09-25,4.3850
2015-09-28,4.4250
2015-09-29,4.4560
2015-09-30,4.3940
2015-10-01,4.4040
2015-10-02,4.4100
2015-10-05,4.3800
2015-10-06,4.3720
2015-10-07,4.2150
2015-10-08,4.2330
2015-10-09,4.1350
2015-10-12,.
2015-10-13,4.1770
2015-10-14,4.1770
2015-10-15,4.1200
2015-10-16,4.1700
2015-10-19,4.2050
2015-10-20,4.2600
2015-10-21,4.2750
2015-10-22,4.2800
2015-10-23,4.2220
2015-10-26,4.2220
2015-10-27,4.2600
2015-10-28,4.2664
2015-10-29,4.2935
2015-10-30,4.2920
2015-11-02,4.2920
2015-11-03,4.2920
2015-11-04,4.2630
2015-11-05,4.2920
2015-11-06,4.2920
2015-11-09,4.3675
2015-11-10,4.3675
2015-11-11,.
2015-11-12,4.3600
2015-11-13,4.3700
2015-11-16,4.3981
2015-11-17,4.3910
2015-11-18,4.3880
2015-11-19,4.3410
2015-11-20,4.2830
2015-11-23,4.3010
2015-11-24,4.2420
2015-11-25,4.2120
2015-11-26,.
2015-11-27,4.2550
2015-11-30,4.2420
2015-12-01,4.2420
2015-12-02,4.2420
2015-12-03,4.2420
2015-12-04,4.2420
2015-12-07,4.2120
2015-12-08,4.2550
2015-12-09,4.2660
2015-12-10,4.2560
2015-12-11,4.2900
2015-12-14,4.3240
2015-12-15,4.3000
2015-12-16,4.3120
2015-12-17,4.3150
2015-12-18,4.2870
2015-12-21,4.2970
2015-12-22,4.2900
2015-12-23,4.3050
2015-12-24,4.3050
2015-12-25,.
2015-12-28,4.2900
2015-12-29,4.2900
2015-12-30,4.2880
2015-12-31,4.2900
2016-01-01,.
2016-01-04,4.3420
2016-01-05,4.3400
2016-01-06,4.3890
2016-01-07,4.3900
2016-01-08,4.3750
2016-01-11,4.3800
2016-01-12,4.4090
2016-01-13,4.4090
2016-01-14,4.3900
2016-01-15,4.3965
2016-01-18,.
2016-01-19,4.3625
2016-01-20,4.3910
2016-01-21,4.3730
2016-01-22,4.2940
2016-01-25,4.2940
2016-01-26,4.2885
2016-01-27,4.2530
2016-01-28,4.2100
2016-01-29,4.1500
2016-02-01,4.1500
2016-02-02,4.2050
2016-02-03,4.2190
2016-02-04,4.1450
2016-02-05,4.1550
2016-02-08,4.1550
2016-02-09,4.1550
2016-02-10,4.1180
2016-02-11,4.1350
2016-02-12,4.1670
2016-02-15,.
2016-02-16,4.1500
2016-02-17,4.2125
2016-02-18,4.1600
2016-02-19,4.2030
2016-02-22,4.1940
2016-02-23,4.1980
2016-02-24,4.2150
2016-02-25,4.2160
2016-02-26,4.2070
2016-02-29,4.2000
2016-03-01,4.1650
2016-03-02,4.1600
2016-03-03,4.1300
2016-03-04,4.1110
2016-03-07,4.0800
2016-03-08,4.1100
2016-03-09,4.1210
2016-03-10,4.0900
2016-03-11,4.0860
2016-03-14,4.1010
2016-03-15,4.1320
2016-03-16,4.1350
2016-03-17,4.0565
2016-03-18,4.0465
2016-03-21,4.0585
2016-03-22,4.0000
2016-03-23,3.9930
2016-03-24,4.0270
2016-03-25,4.0350
2016-03-28,4.0110
2016-03-29,3.9955
2016-03-30,3.9380
2016-03-31,3.9000
2016-04-01,3.8890
2016-04-04,3.9020
2016-04-05,3.9220
2016-04-06,3.9140
2016-04-07,3.9110
2016-04-08,3.9000
2016-04-11,3.8870
2016-04-12,3.8780
2016-04-13,3.8700
2016-04-14,3.8900
2016-04-15,3.9000
2016-04-18,3.9250
2016-04-19,3.8820
2016-04-20,3.8620
2016-04-21,3.8880
2016-04-22,3.8960
2016-04-25,3.9010
2016-04-26,3.9200
2016-04-27,3.9100
2016-04-28,3.8900
2016-04-29,3.9030
2016-05-02,3.9030
2016-05-03,3.9270
2016-05-04,3.9860
2016-05-05,4.0020
2016-05-06,4.0060
2016-05-09,4.0100
2016-05-10,4.0530
2016-05-11,4.0330
2016-05-12,4.0170
2016-05-13,4.0270
2016-05-16,4.0250
2016-05-17,4.0160
2016-05-18,4.0450
2016-05-19,4.0780
2016-05-20,4.0780
2016-05-23,4.0840
2016-05-24,4.1200
2016-05-25,4.1010
2016-05-26,4.0780
2016-05-27,4.0760
2016-05-30,.
2016-05-31,4.1230
2016-06-01,4.1430
2016-06-02,4.1480
2016-06-03,4.1440
2016-06-06,4.0950
2016-06-07,4.0550
2016-06-08,4.0600
2016-06-09,4.0450
2016-06-10,4.0640
2016-06-13,4.0860
2016-06-14,4.1030
2016-06-15,4.0985
2016-06-16,4.0990
2016-06-17,4.0980
2016-06-20,4.0620
2016-06-21,4.0320
2016-06-22,4.0320
2016-06-23,4.0150
2016-06-24,4.0900
2016-06-27,4.1000
2016-06-28,4.0700
2016-06-29,4.0330
2016-06-30,4.0250
2016-07-01,3.9960
2016-07-04,.
2016-07-05,4.0200
2016-07-06,4.0200
2016-07-07,4.0200
2016-07-08,4.0300
2016-07-11,3.9930
2016-07-12,3.9600
2016-07-13,3.9700
2016-07-14,3.9500
2016-07-15,3.9450
2016-07-18,3.9750
2016-07-19,4.0000
2016-07-20,4.0240
2016-07-21,4.0380
2016-07-22,4.0535
2016-07-25,4.0620
2016-07-26,4.0580
2016-07-27,4.0735
2016-07-28,4.0470
2016-07-29,4.0670
2016-08-01,4.0215
2016-08-02,4.0300
2016-08-03,4.0560
2016-08-04,4.0490
2016-08-05,4.0250
2016-08-08,4.0350
2016-08-09,4.0280
2016-08-10,3.9880
2016-08-11,4.0020
2016-08-12,4.0260
2016-08-15,4.0050
2016-08-16,3.9830
2016-08-17,4.0100
2016-08-18,3.9925
2016-08-19,4.0105
2016-08-22,4.0200
2016-08-23,4.0250
2016-08-24,4.0350
2016-08-25,4.0100
2016-08-26,4.0130
2016-08-29,4.0425
2016-08-30,4.0480
2016-08-31,4.0480
2016-09-01,4.0740
2016-09-02,4.0830
2016-09-05,.
2016-09-06,4.0780
2016-09-07,4.0550
2016-09-08,4.0400
2016-09-09,4.0675
2016-09-12,4.0675
2016-09-13,4.1050
2016-09-14,4.1210
2016-09-15,4.1370
2016-09-16,4.1370
2016-09-19,4.1330
2016-09-20,4.1370
2016-09-21,4.1350
2016-09-22,4.1060
2016-09-23,4.1100
2016-09-26,4.1260
2016-09-27,4.1220
2016-09-28,4.1360
2016-09-29,4.1220
2016-09-30,4.1320
2016-10-03,4.1320
2016-10-04,4.1250
2016-10-05,4.1350
2016-10-06,4.1400
2016-10-07,4.1550
2016-10-10,.
2016-10-11,4.1700
2016-10-12,4.1900
2016-10-13,4.2110
2016-10-14,4.1980
2016-10-17,4.2150
2016-10-18,4.1925
2016-10-19,4.1900
2016-10-20,4.1810
2016-10-21,4.1830
2016-10-24,4.1750
2016-10-25,4.1550
2016-10-26,4.1590
2016-10-27,4.1820
2016-10-28,4.1970
2016-10-31,4.1900
2016-11-01,4.1790
2016-11-02,4.1890
2016-11-03,4.1850
2016-11-04,4.1790
2016-11-07,4.2070
2016-11-08,4.2000
2016-11-09,4.2240
2016-11-10,4.2700
2016-11-11,.
2016-11-14,4.3250
2016-11-15,4.3400
2016-11-16,4.3450
2016-11-17,4.3456
2016-11-18,4.4140
2016-11-21,4.4170
2016-11-22,4.4170
2016-11-23,4.4400
2016-11-24,.
2016-11-25,4.4530
2016-11-28,4.4600
2016-11-29,4.4640
2016-11-30,4.4640
2016-12-01,4.4610
2016-12-02,4.4500
2016-12-05,4.4470
2016-12-06,4.4330
2016-12-07,4.4300
2016-12-08,4.4200
2016-12-09,4.4215
2016-12-12,4.4215
2016-12-13,4.4340
2016-12-14,4.4440
2016-12-15,4.4620
2016-12-16,4.4763
2016-12-19,4.4765
2016-12-20,4.4780
2016-12-21,4.4770
2016-12-22,4.4760
2016-12-23,4.4725
2016-12-26,.
2016-12-27,4.4760
2016-12-28,4.4800
2016-12-29,4.4830
2016-12-30,4.4845
2017-01-02,.
2017-01-03,4.4900
2017-01-04,4.4960
2017-01-05,4.4830
2017-01-06,4.4710
2017-01-09,4.4750
2017-01-10,4.4730
2017-01-11,4.4700
2017-01-12,4.4560
2017-01-13,4.4600
2017-01-16,.
2017-01-17,4.4600
2017-01-18,4.4430
2017-01-19,4.4470
2017-01-20,.
2017-01-23,4.4360
2017-01-24,4.4330
2017-01-25,4.4370
2017-01-26,4.4270
2017-01-27,4.4300
2017-01-30,4.4300
2017-01-31,4.4280
2017-02-01,4.4280
2017-02-02,4.4220
2017-02-03,4.4260
